"location","zipcode","urban","population","r_vote","migration"
"Janestown","ZIP:  14215",1,3092,-2.5189461586297,-36.5765273853188
"Castle Rock","ZIP is  16833",1,65658,-8.59808490174758,-29.6051183207377
"Dogville","Zip  17797",0,25764,0.906904653342225,-13.1880665717915
"Gravity Falls","Zip  18791",1,24649,-6.12288468758781,-38.224693384613
"Belleville","ZIP:  15972",1,57290,-8.04970195647599,-32.515341635825
"Ebbing","14264",0,83511,8.99346988723569,16.8386321504537
"Hilltop","17301",1,15690,-3.75991119691946,-26.8987897201702
"Belleville","Zip  18397",1,57290,-6.08769232318078,-11.3426975816055
"Hilltop","Zip  17073",1,15690,-3.29389885119843,-17.0635961868268
"Belleville","16763",1,57290,-6.65330402813688,-23.8038886265141
"Flagstone","Zip  16599",1,106161,-12.8332886272438,-36.9922805587344
"Gravity Falls","Zip  18549",1,24649,-3.85476405400371,-20.1171155085448
"Krasnoy","ZIP:  15931",1,113419,-13.7707169940744,-41.8937468620548
"Gravity Falls","ZIP:  17324",1,24649,-5.65921470582022,-36.371634596548
"Castle Rock","14881",1,65658,-8.47046348815715,-47.0733858493297
"Alphaville","18744",0,164039,16.0642972299894,18.5925750098808
"Dogville","Zip  17794",0,25764,0.213568954449344,-23.1950500187053
"Gravity Falls","15988",1,24649,-4.31034361263138,-25.8749501043584
"Alphaville","ZIP is  17168",0,164039,16.8838721053478,17.1290037607987
"Innsmouth","ZIP:  18630",1,51682,-6.67566440813231,-33.6459133795603
"Belleville","14280",1,57290,-9.43157034862319,-50.9091017770086
"Belleville","ZIP is  17825",1,57290,-7.80483051881374,-29.6131144706384
"Hilltop","16942",1,15690,-3.12269706872963,-14.6608184528162
"Dogville","Zip  18627",0,25764,3.23313878764599,11.5852511573154
"Castle Rock","ZIP:  18774",1,65658,-8.83202253473759,-29.0866485707928
"Castle Rock","ZIP is  16887",1,65658,-8.56907073228457,-40.2153850104759
"Janestown","ZIP:  16042",1,3092,-2.76608271968296,-27.1107532820566
"Alphaville","18601",0,164039,16.4178725468766,20.8083694245145
"Flagstone","Zip  14032",1,106161,-13.2168819279828,-29.088752344907
"Gravity Falls","15346",1,24649,-5.44569751267599,-28.902809402538
"Gravity Falls","ZIP is  17358",1,24649,-4.95813780578695,-30.4931534227784
"Hilltop","Zip  16749",1,15690,-3.1318279584953,-22.146755490431
"Dogville","15273",0,25764,3.07436176794725,9.56740981423653
"Innsmouth","Zip  17116",1,51682,-7.82639642339948,-39.6155414870545
"Gravity Falls","ZIP is  17444",1,24649,-3.76515685673617,-18.9412301535617
"Hilltop","ZIP is  17441",1,15690,-5.09169726895711,-44.6582237991056
"Gravity Falls","ZIP is  16212",1,24649,-4.74445349820428,-28.4670562947495
"Krasnoy","15988",1,113419,-14.2103635523774,-45.9074625448354
"Flagstone","ZIP:  14444",1,106161,-12.44311637543,-34.1386761361689
"Ebbing","18605",0,83511,7.95063841915233,-3.04252819250974
"Janestown","14740",1,3092,-2.08762461311535,-20.5902634571554
"Ebbing","ZIP:  18017",0,83511,8.31559859895934,8.70934533299762
"Ebbing","15676",0,83511,8.21833269282788,-3.7255602356627
"Belleville","ZIP is  14067",1,57290,-7.91739076956018,-28.5678176019039
"Krasnoy","15615",1,113419,-12.0079933363902,-24.6813498388864
"Castle Rock","Zip  16735",1,65658,-9.20958180796056,-35.5528386799345
"Ebbing","ZIP:  14652",0,83511,4.52123933615629,-29.5229430418991
"Castle Rock","Zip  18097",1,65658,-8.9074138996472,-28.6917891047972
"Alphaville","ZIP:  18651",0,164039,16.5873803633644,31.4976596337145
"Krasnoy","ZIP is  14279",1,113419,-14.7792862435464,-33.7004817761305
"Castle Rock","17677",1,65658,-8.77498013413416,-35.5025921625885
"Flagstone","14409",1,106161,-13.3821808199911,-43.0907068446425
"Hilltop","ZIP is  14837",1,15690,-4.08366948770798,-33.5541978076137
"Innsmouth","ZIP is  15558",1,51682,-7.54856370274806,-33.8931628570672
"Castle Rock","Zip  17588",1,65658,-7.49678497533892,-18.333952274696
"Castle Rock","Zip  18195",1,65658,-8.67755716086403,-34.6074096524057
"Innsmouth","17211",1,51682,-5.99934399114492,-16.7919214843595
"Dogville","16091",0,25764,3.79356028647914,17.8362434932162
"Gravity Falls","ZIP is  15986",1,24649,-2.00240401263186,-0.646904088086313
"Castle Rock","Zip  18833",1,65658,-7.98576485963302,-18.0641348064119
"Flagstone","ZIP is  16855",1,106161,-12.0257704077057,-25.4880607289537
"Innsmouth","ZIP is  14630",1,51682,-5.4428660638197,-11.318428553113
"Ebbing","ZIP is  16122",0,83511,7.45210631011761,6.77262178060587
NA,"ZIP is  18041",1,57290,-8.15928290178433,-32.5168286143545
"Dogville","ZIP:  16342",0,25764,3.21675770285863,3.38072818864258
"Alphaville","Zip  18225",0,164039,15.3066946140011,10.0977217754463
"Castle Rock","Zip  14123",1,65658,-9.18410024781344,-36.0738682331943
"Flagstone","ZIP is  18000",1,106161,-12.4457606338416,-26.733932717353
"Alphaville","17788",0,164039,15.4058723536407,13.9766549191013
"Ebbing","Zip  16553",0,83511,7.22496138336083,1.03690763843269
"Krasnoy","ZIP is  16381",1,113419,-11.8446038441264,-20.5203780975553
"Hilltop","ZIP:  16764",1,15690,-3.17601109045376,-21.18469779863
"Janestown","Zip  17667",1,3092,-3.08107894948035,-33.7489824278949
"Innsmouth","ZIP is  17579",1,51682,-5.82536840804938,-18.7890572229064
"Ebbing","18537",0,83511,8.28394531571253,-3.95043826507498
"Gravity Falls","15539",1,24649,-3.4881322248554,-16.9152454321169
"Innsmouth","ZIP is  18280",1,51682,-7.74796149052608,-34.4046974774461
"Gravity Falls","Zip  15991",1,24649,-2.69319798941232,-6.50639020379893
"Ebbing","ZIP:  17632",0,83511,9.00611376615938,19.8284009762761
"Belleville","ZIP:  18933",1,57290,-7.56238355546268,-17.9370085429022
"Hilltop","Zip  18244",1,15690,-2.00504044375748,-10.2387093940456
"Alphaville","18789",0,164039,16.0481564061779,13.5081996924828
"Ebbing","14171",0,83511,8.45628530824164,8.53292519491566
"Flagstone","ZIP:  15272",1,106161,-11.2830921256315,-16.3879681081807
"Ebbing","Zip  18344",0,83511,9.07575582846314,2.02958184768301
"Dogville","ZIP is  18328",0,25764,3.61251250185804,15.116045158206
"Hilltop","ZIP:  18807",1,15690,-4.8992236429845,-37.6244547425214
"Dogville","ZIP:  15996",0,25764,3.29469769831915,0.439607330699127
"Dogville","ZIP:  18450",0,25764,4.52025685683886,19.0187831949775
"Ebbing","Zip  18580",0,83511,6.78819466970458,-12.3615892702587
"Hilltop","Zip  15792",1,15690,-3.55751476179874,-24.0450370334893
"Janestown","ZIP:  14569",1,3092,-3.96675443882874,-40.37910071726
"Castle Rock","ZIP:  18531",1,65658,-6.87775826580162,-14.8751684186353
"Hilltop","ZIP is  18890",1,15690,-4.52173300989205,-32.9226815803783
"Belleville","Zip  14158",1,57290,-8.21039817512056,-39.6196498130943
"Castle Rock","ZIP is  18954",1,65658,-8.87700919871315,-38.2792213910235
"Ebbing","17762",0,83511,7.37299105751944,-2.15704610507361
"Innsmouth","ZIP:  18599",1,51682,-5.21622101267176,-17.2393083037517
"Krasnoy","ZIP:  18876",1,113419,-13.0505429634323,-34.6217725208295
"Gravity Falls","Zip  17258",1,24649,-5.58703958006396,-37.3716441204079
"Innsmouth","ZIP:  18569",1,51682,-6.3574978011913,-17.2569733440026
"Innsmouth","ZIP:  15795",1,51682,-7.06393024050711,-27.7349254930044
"Janestown","ZIP is  16852",1,3092,0.896946082285141,12.0140466902477
"Gravity Falls","Zip  17526",1,24649,-3.81199260899433,-15.3421435177384
"Dogville","ZIP is  14930",0,25764,3.81904367069074,11.0726864557943
"Castle Rock","ZIP:  16006",1,65658,-8.42684297700946,-29.9126815888401
"Hilltop","ZIP is  18247",1,15690,-2.67399810787887,-15.6439785542973
"Innsmouth","ZIP is  14302",1,51682,-6.5193499187662,-24.2086861258573
"Belleville","ZIP is  14921",1,57290,-7.19323156513236,-22.2831664429733
"Dogville","ZIP:  16178",0,25764,2.60481740162877,4.22685846330112
"Castle Rock","15988",1,65658,-9.92049552916362,-44.8333236886633
"Ebbing","Zip  14377",0,83511,8.62483521511272,9.44124418910596
"Hilltop","15704",1,15690,-4.53926154202001,-36.6114265372351
"Dogville","ZIP is  18280",0,25764,1.14035237901788,-7.51133825872883
"Castle Rock","Zip  17792",1,65658,-7.5417167037901,-18.2959908039163
"Ebbing","ZIP is  15745",0,83511,8.30028678954327,4.37053974738946
"Flagstone","Zip  15223",1,106161,-12.9670151513593,-38.2029517974666
"Alphaville","ZIP:  14618",0,164039,15.2812557071672,16.8775093793618
"Ebbing","ZIP:  16874",0,83511,9.23863089317394,11.5502770029543
"Dogville","Zip  14214",0,25764,1.17477939690627,-15.0997498800031
"Flagstone","17099",1,106161,-14.2342516821994,-51.478296413882
"Gravity Falls","18403",1,24649,-4.68800411673816,-28.7191101142314
"Dogville","17059",0,25764,4.58074402239853,16.8012478064464
"Castle Rock","16229",1,65658,-6.8734055045408,-7.199571806996
"Gravity Falls","17118",1,24649,-4.78798935041768,-35.399654255062
"Castle Rock","Zip  14597",1,65658,-8.97652743411691,-32.1378197455713
"Janestown","ZIP is  16828",1,3092,-3.09320758043058,-31.3627587318456
"Hilltop","ZIP:  14725",1,15690,-4.28420297746458,-29.3059169864457
"Ebbing","14041",0,83511,6.81817266827814,-6.34850311493565
"Gravity Falls","Zip  18625",1,24649,-4.57506901178304,-29.4886433685696
"Flagstone","15206",1,106161,-11.7442605665487,-27.594615689924
"Belleville","Zip  18634",1,57290,-7.90860785723727,-30.5077981931448
"Krasnoy","ZIP:  15483",1,113419,-14.3006692393012,-41.4684441775303
"Gravity Falls","16263",1,24649,-3.51895602833107,-14.9437651089914
"Belleville","15130",1,57290,-8.05028852492543,-13.921606803905
"Belleville","Zip  17378",1,57290,-8.29021189131293,-40.3206283215312
"Castle Rock","18368",1,65658,-9.45793906006573,-40.075152160906
"Innsmouth","ZIP:  14453",1,51682,-6.29285907577793,-10.5366685134815
"Hilltop","15713",1,15690,-3.37648903101838,-25.6973758775503
"Alphaville","ZIP is  15870",0,164039,16.9240315299532,35.1363313668568
"Innsmouth","ZIP:  16707",1,51682,-6.54415915503231,-25.6032867261731
"Flagstone","ZIP:  17040",1,106161,-12.1599928229616,-29.0033770731049
"Ebbing","Zip  18792",0,83511,8.79975029570777,9.33134955549736
"Castle Rock","16928",1,65658,-9.0868361596329,-37.5319502337561
"Flagstone","ZIP:  18153",1,106161,-12.9700821544488,-35.2508515815402
"Dogville","15085",0,25764,2.36987683577635,-3.26840746857725
"Dogville","Zip  14815",0,25764,1.81785906379879,-4.28827589972634
"Hilltop","Zip  17588",1,15690,-3.83034449108357,-31.0376755727478
"Ebbing","Zip  18186",0,83511,9.10326111587111,6.78618314363779
"Dogville","15582",0,25764,1.28330483331488,-9.45762905819215
"Janestown","ZIP is  16212",1,3092,-3.29343067829412,-33.0473527928722
"Castle Rock","ZIP:  17717",1,65658,-8.2680970366325,-27.7851209141641
"Flagstone","ZIP is  18306",1,106161,-10.6697365502732,-4.88593214238441
"Ebbing","Zip  14340",0,83511,9.75796376370474,17.0280997387421
"Belleville","Zip  17242",1,57290,-8.40191319848606,-25.5426102230789
"Hilltop","Zip  18885",1,15690,-3.05609256800131,-15.0231813237102
"Alphaville","ZIP:  14152",0,164039,15.2226693814923,3.1799318569445
"Alphaville","15797",0,164039,14.669646343286,5.60558281695502
"Alphaville","Zip  14471",0,164039,16.4694856150009,16.9556710465151
"Janestown","ZIP:  18651",1,3092,-1.82053285500715,-20.4294975769452
"Hilltop","ZIP:  15542",1,15690,-3.19454892501924,-25.4114370946172
"Innsmouth","ZIP:  14147",1,51682,-6.5002579065144,-22.2645937679556
"Krasnoy","ZIP is  15603",1,113419,-14.1246099845103,-47.9464421391934
"Gravity Falls","ZIP:  14124",1,24649,-6.45112974636095,-46.1554233541964
"Janestown","ZIP is  17900",1,3092,-0.255821288869998,12.0784061391176
"Castle Rock","Zip  18953",1,65658,-6.05288998722066,-6.24299416420911
"Krasnoy","15526",1,113419,-12.4580565856079,-26.9784646642815
"Castle Rock","ZIP:  16177",1,65658,-8.09224290440259,-31.1339292699416
"Janestown","Zip  18459",1,3092,-1.92694487896941,-20.1446225713447
"Krasnoy","ZIP:  14538",1,113419,-12.4572297635605,-30.9666097227716
"Dogville","ZIP is  16887",0,25764,2.4405719310862,5.82773428081012
"Alphaville","ZIP:  14018",0,164039,16.6740605475057,18.0424157942172
"Belleville","ZIP is  16378",1,57290,-8.9267544200385,-36.8672029509448
"Hilltop","ZIP:  16350",1,15690,-4.29578097817005,-34.0986094639432
"Gravity Falls","Zip  17777",1,24649,-2.97230716350328,-5.94219065398739
"Innsmouth","ZIP is  14797",1,51682,-8.75737713563124,-40.0112731925744
"Alphaville","15088",0,164039,16.5810288965139,17.322573347319
"Gravity Falls","ZIP:  17802",1,24649,-4.25468867420814,-31.4138368372773
"Innsmouth","ZIP is  16381",1,51682,-7.76987703010896,-39.3556881760306
"Gravity Falls","18680",1,24649,-5.69183931926683,-28.621758742023
"Innsmouth","ZIP:  16042",1,51682,-7.19535656158166,-31.0979126610094
"Castle Rock","17234",1,65658,-8.58719874706399,-29.1107818979487
"Castle Rock","16548",1,65658,-8.43831872608274,-28.7774597060723
"Flagstone","ZIP:  14545",1,106161,-12.3350415902188,-35.252083607769
"Castle Rock","ZIP:  14215",1,65658,-7.3939855397256,-32.6628393021214
"Alphaville","Zip  16044",0,164039,16.5040965274948,11.8636204295119
"Gravity Falls","Zip  17170",1,24649,-4.20565071569963,-22.7718396701741
"Ebbing","ZIP is  14388",0,83511,8.85031895862735,10.3558100166429
"Gravity Falls","16897",1,24649,-4.00551898433911,-18.7118714939679
"Hilltop","ZIP is  16647",1,15690,-4.87814012119676,-40.9676933302349
"Janestown","ZIP is  14356",1,3092,-2.94133518216386,-30.6122446406604
"Dogville","18806",0,25764,1.94299473966684,-3.99280169148576
"Castle Rock","ZIP is  16307",1,65658,-8.40121251602396,-21.6703332208434
"Hilltop","Zip  14081",1,15690,-4.52412186536982,-34.3093780366043
"Castle Rock","ZIP is  14852",1,65658,-9.14819818589307,-30.5916841498101
"Belleville","ZIP is  16786",1,57290,-9.28510787769027,-45.228359705711
"Dogville","ZIP:  16641",0,25764,3.51334934816952,12.6549337656523
"Hilltop","Zip  17612",1,15690,-3.43097538990529,-24.2301285416548
"Krasnoy","15348",1,113419,-12.9667092965925,-35.1729155388315
"Innsmouth","ZIP:  16641",1,51682,-7.34560189906182,-27.3755077586326
"Belleville","ZIP is  18712",1,57290,-6.52655776355809,-21.8575939962355
"Krasnoy","ZIP:  18066",1,113419,-14.7269866946808,-49.1246317976427
"Gravity Falls","Zip  16984",1,24649,-5.56575242752717,-27.7871351590387
"Flagstone","15220",1,106161,-12.3881438751083,-28.4706410623281
"Janestown","ZIP:  14799",1,3092,-1.76284120491357,-22.2056721284223
NA,"Zip  15087",1,57290,-5.73262690186754,-3.25742252748797
"Ebbing","ZIP is  17514",0,83511,6.50212774678914,-9.92142229619851
"Ebbing","Zip  14198",0,83511,8.063038911566,3.01362851317985
"Hilltop","17157",1,15690,-1.63462082686003,-2.2695422049838
"Dogville","ZIP is  14658",0,25764,1.11791302465375,-17.4694952135549
"Janestown","17866",1,3092,-2.49607042758967,-30.4799226638515
"Belleville","Zip  14241",1,57290,-6.06429751589046,-13.130466101196
"Flagstone","ZIP is  15802",1,106161,-13.1716601522511,-42.0291668418331
"Janestown","ZIP is  15498",1,3092,-2.03013374344314,-15.9863487036395
"Flagstone","ZIP is  15939",1,106161,-12.6613404882511,-26.6424667582489
"Belleville","Zip  14815",1,57290,-7.68180942002508,-33.6317969717736
"Gravity Falls","14467",1,24649,-1.94560214120616,-1.97743960965281
"Gravity Falls","18659",1,24649,-2.78034755218162,-8.30171981427171
"Gravity Falls","Zip  17379",1,24649,-4.31059500728256,-19.2267135603196
"Dogville","16304",0,25764,2.43297483626681,-14.414084851409
"Flagstone","16512",1,106161,-13.1084335947044,-38.3639993203769
"Ebbing","ZIP:  14657",0,83511,6.24997287819467,-15.8101575539642
"Krasnoy","ZIP:  18314",1,113419,-15.1380396435962,-52.185724214121
"Alphaville","ZIP:  18015",0,164039,15.7931952047657,10.9494838298534
"Hilltop","17642",1,15690,-3.74741568992188,-17.1316352523158
"Krasnoy","ZIP is  15552",1,113419,-14.4561486167566,-49.1656788502864
"Castle Rock","18655",1,65658,-7.95357398367227,-23.1605701827051
"Gravity Falls","ZIP:  18589",1,24649,-4.15912280938481,-23.3017025331929
"Alphaville","17966",0,164039,16.5482417938125,10.6246143196656
"Innsmouth","ZIP is  15940",1,51682,-5.78479641311784,-14.2493423442658
"Flagstone","ZIP is  15448",1,106161,-14.0635991391895,-45.1831034137953
"Dogville","Zip  14459",0,25764,0.566966780278884,-17.9585342133923
"Flagstone","ZIP is  16314",1,106161,-14.5864771964738,-57.8778710784819
"Krasnoy","Zip  17477",1,113419,-13.0729118289489,-41.7910777786175
"Ebbing","ZIP is  17425",0,83511,8.9167773337508,-1.06023672556492
"Belleville","Zip  16902",1,57290,-6.36084817543057,-13.2906858023385
"Dogville","Zip  16008",0,25764,2.77067893161114,5.25235930483472
"Flagstone","ZIP is  15146",1,106161,-12.4784193252916,-35.8604687221317
"Castle Rock","ZIP:  17089",1,65658,-9.36816605149491,-40.5921845951713
"Gravity Falls","Zip  14789",1,24649,-2.92948881109244,-3.06055189685312
"Dogville","ZIP:  16678",0,25764,1.69203204209594,-9.19986929615757
"Krasnoy","ZIP:  16021",1,113419,-14.0154951825224,-41.7130232696489
"Innsmouth","Zip  17763",1,51682,-7.85239019808961,-16.5538866724091
"Castle Rock",NA,1,65658,-9.41892470782862,-37.1749924690077
"Innsmouth","Zip  15121",1,51682,-8.48901832798205,-48.97450847124
"Dogville","ZIP:  15893",0,25764,2.70593328572771,1.55014088273893
"Janestown","ZIP:  18079",1,3092,-1.26011434668003,-15.184271320048
"Ebbing","ZIP is  15828",0,83511,8.49825411803437,0.573219688949772
"Alphaville","ZIP is  14356",0,164039,16.5038283586396,16.944218380431
"Janestown","ZIP:  18096",1,3092,-3.63434214203422,-43.4311827266103
"Innsmouth","Zip  14504",1,51682,-7.12447711114447,-23.2641404276915
"Alphaville","ZIP:  17035",0,164039,17.5571047473416,28.4472124779428
"Krasnoy","ZIP is  18597",1,113419,-14.0828423481651,-40.014977095756
"Alphaville","ZIP is  18733",0,164039,16.7070279495905,17.5497889000161
"Castle Rock","15208",1,65658,-9.00150058072328,-39.6206132256714
"Castle Rock","ZIP is  18943",1,65658,-6.81295871419384,-18.6744050053906
"Dogville","Zip  15288",0,25764,3.95487390539285,16.4141666231389
"Gravity Falls","16922",1,24649,-3.85179504665026,-24.8286609988587
"Alphaville","ZIP is  15089",0,164039,16.6018965674039,20.0715744794931
"Flagstone","Zip  17022",1,106161,-14.9779360218449,-47.9239855665668
"Castle Rock","ZIP:  17212",1,65658,-9.70569713323343,-47.7990861516446
"Alphaville","Zip  14506",0,164039,16.8324755686521,20.2397300494344
"Gravity Falls","Zip  17647",1,24649,-4.72453555158275,-28.6752873950896
"Flagstone","17227",1,106161,-12.4415921199902,-30.6422172403855
"Castle Rock","ZIP is  17587",1,65658,-7.03197716164745,-12.205309411226
"Flagstone","ZIP is  15767",1,106161,-12.0623436627621,-28.3352003524221
"Belleville","ZIP is  15238",1,57290,-8.47914579561186,-36.6033684681258
"Hilltop","ZIP:  17459",1,15690,-1.69926642652467,-15.1810956879588
"Krasnoy","Zip  17244",1,113419,-13.0163628626956,-25.8840305369162
"Krasnoy","Zip  17856",1,113419,-13.6275678864966,-51.9324365637961
"Janestown",NA,1,3092,-1.93885430569971,-16.6645567182359
"Castle Rock","Zip  14106",1,65658,-8.49469194579661,-29.0386337425783
"Janestown","18337",1,3092,-1.79869273408474,-11.8170259235351
"Castle Rock","16759",1,65658,-8.41830629894206,-32.2704972937976
"Innsmouth","Zip  17824",1,51682,-6.63252037018944,-12.3784949186783
"Krasnoy","Zip  18868",1,113419,-12.0703866484538,-20.1490733675111
"Innsmouth","Zip  14597",1,51682,-7.52608525410563,-31.7407576287365
"Belleville","Zip  15692",1,57290,-8.8868435673899,-41.6149861958178
"Hilltop","Zip  17917",1,15690,-2.84211568191807,-12.1834250023967
"Ebbing","Zip  14551",0,83511,8.89980257361327,17.4844683788255
"Hilltop","ZIP is  17608",1,15690,-2.63855281953146,-10.7927816871014
"Flagstone","ZIP:  14018",1,106161,-12.1427382005336,-31.1453448887607
"Krasnoy","Zip  17104",1,113419,-15.2548693677682,-48.5943900723165
"Hilltop","Zip  14537",1,15690,-3.94770161713851,-31.9070824038526
"Innsmouth","Zip  16145",1,51682,-8.08434203205325,-53.2251015162973
"Innsmouth","Zip  15581",1,51682,-8.72853490953188,-41.1148935420432
"Ebbing","14338",0,83511,8.74769797698158,9.64774675001071
"Innsmouth","16380",1,51682,-5.82935587714944,-17.9098456035598
"Gravity Falls","ZIP:  16137",1,24649,-5.14318446887276,-34.0081324247462
"Innsmouth","ZIP:  18120",1,51682,-7.02686194129924,-44.0225748301356
"Alphaville","ZIP is  16772",0,164039,15.8155693298989,15.5613604277183
"Hilltop","ZIP:  16361",1,15690,-4.72414974084664,-35.4181090435106
"Belleville","Zip  16605",1,57290,-7.26845889544292,-12.1897403359772
"Innsmouth","16252",1,51682,-5.34167975845674,-11.3140022183838
"Innsmouth","Zip  14076",1,51682,-7.65557017407738,-37.9112052042294
"Innsmouth","ZIP:  14428",1,51682,-9.10982753607563,-38.9549002689237
"Ebbing","ZIP is  15386",0,83511,8.61167871871847,10.3597372620701
"Alphaville","ZIP is  15234",0,164039,16.7633771378388,20.4254108723757
"Janestown","16818",1,3092,-3.51601335359452,-35.1454415320828
"Janestown","ZIP is  16964",1,3092,-1.69321636535019,-22.5073854870917
"Alphaville","ZIP is  17343",0,164039,16.3586797059439,16.4612176332624
"Flagstone","ZIP is  17570",1,106161,-12.6040348935455,-32.8036688808796
"Belleville","ZIP is  18574",1,57290,-9.41311103938135,-46.6229502068416
"Krasnoy","15366",1,113419,-12.3744183254242,-25.6413439850834
"Gravity Falls","ZIP:  14444",1,24649,-7.61333120512479,-62.5774997432305
"Janestown","ZIP is  18027",1,3092,-3.19603073718721,-33.10811527605
"Flagstone","Zip  14907",1,106161,-12.0773525681712,-29.4187361207084
"Alphaville","ZIP:  16721",0,164039,16.1911777617575,13.1592740090749
"Dogville","Zip  15701",0,25764,3.3742231473356,10.3950076990927
"Gravity Falls","14784",1,24649,-4.84187541049192,-17.1621262692561
"Dogville","ZIP:  17894",0,25764,3.45339301842109,8.61234923354977
"Ebbing","ZIP is  15892",0,83511,8.23076687645536,6.43183486326154
"Krasnoy","14615",1,113419,-14.801035946541,-59.1619672396584
"Flagstone","ZIP:  15444",1,106161,-12.1736613617872,-21.9809426318247
"Ebbing","14733",0,83511,7.82248226573927,2.43203442868059
"Innsmouth","Zip  15294",1,51682,-6.15441635780543,-14.8162994394294
"Janestown","ZIP is  18205",1,3092,-2.60166246841219,-25.8831304371289
"Janestown","17827",1,3092,-1.71477107826786,-22.3796926309642
"Janestown","18145",1,3092,-3.63846009099315,-40.6718459156502
"Gravity Falls","Zip  14735",1,24649,-3.53498011650216,-27.6917392610989
"Ebbing","17548",0,83511,8.8489237475338,11.1639438076875
"Alphaville","ZIP is  15161",0,164039,18.4449784763072,35.6813160518557
"Krasnoy","ZIP:  14823",1,113419,-14.2506696625326,-43.6195035583866
"Castle Rock","ZIP is  17641",1,65658,-7.41992764110041,-16.2602902105536
"Janestown","17396",1,3092,-2.48632709413833,-44.1592400293566
"Alphaville","ZIP:  17756",0,164039,17.2274336168848,21.0795241457187
"Janestown","Zip  15023",1,3092,-3.02868855428522,-31.3865989430181
"Innsmouth","ZIP is  14980",1,51682,-6.1306507289173,-25.1317876165652
"Hilltop","ZIP is  18144",1,15690,-3.03328194647315,-21.5492164383855
"Janestown","Zip  18333",1,3092,-1.77105573637334,-11.6457921487276
"Krasnoy","ZIP:  15201",1,113419,-12.5098248404157,-23.1536300471224
"Innsmouth","Zip  16046",1,51682,-7.03831435968289,-26.7117607650235
"Ebbing","Zip  18497",0,83511,7.03519133677826,-2.12051378612199
"Janestown","15169",1,3092,-2.13207453647488,-29.5229476532511
"Ebbing","16382",0,83511,7.65089573853107,-2.8166538029876
"Castle Rock","15443",1,65658,-8.69062885833176,-31.8299866908287
"Dogville","ZIP is  16871",0,25764,1.67640827708942,-7.87036571568146
"Hilltop","ZIP:  14884",1,15690,-4.8916715424156,-32.8088203342795
"Gravity Falls","ZIP is  16990",1,24649,-3.26216199475038,-9.47890903756585
"Janestown","Zip  15659",1,3092,-2.86117044303138,-30.9184691206511
"Dogville","Zip  14216",0,25764,3.07196653907571,11.0727042766558
"Ebbing","Zip  15471",0,83511,7.78476552132168,2.76525636880093
"Krasnoy","15708",1,113419,-14.1694503145542,-46.0555236158693
"Belleville","18317",1,57290,-8.12997475486589,-33.9599936253573
"Gravity Falls","ZIP is  15479",1,24649,-4.23928543211428,-26.8405916945365
"Alphaville","ZIP:  16177",0,164039,13.7545687781099,-14.1484868905279
"Castle Rock","18336",1,65658,-10.0022665167344,-42.7729541371399
"Krasnoy","ZIP is  18616",1,113419,-11.9966694483409,-22.7398354150441
"Innsmouth","Zip  17042",1,51682,-6.62546047180753,-23.4361983258748
"Dogville","ZIP is  14977",0,25764,3.80397503677745,13.7612733959959
"Castle Rock","ZIP:  18581",1,65658,-8.89415931943289,-29.5915132665367
"Castle Rock","ZIP:  15408",1,65658,-7.31530676189874,-16.417124889892
"Ebbing","Zip  17042",0,83511,7.54982326537354,3.1904449820908
"Dogville","ZIP:  17053",0,25764,5.08855854395106,25.3425097922574
"Dogville","ZIP:  17024",0,25764,2.83131017876535,7.86090187645905
"Dogville","ZIP is  18148",0,25764,1.09257176556355,-16.8566053782365
"Alphaville","Zip  15738",0,164039,16.6098302235218,19.8255747321526
"Castle Rock","16453",1,65658,-6.65165358874113,-11.6574507057198
"Janestown","ZIP is  15238",1,3092,-1.88683409936296,-18.1194474591326
"Flagstone","ZIP is  15720",1,106161,-11.3816388871451,-26.4891068928519
"Alphaville","Zip  16330",0,164039,16.9392148588879,17.3453474304581
"Hilltop","ZIP:  18439",1,15690,-4.71794970242328,-34.7602165922343
"Belleville","Zip  15363",1,57290,-6.08072703417109,-14.9637317761866
"Alphaville","ZIP:  17755",0,164039,14.2760554105235,-4.19285186475683
"Krasnoy","Zip  17662",1,113419,-12.8686686816758,-27.828986344696
"Hilltop","ZIP is  15127",1,15690,-2.53211826199797,-21.1635777077372
"Belleville","17783",1,57290,-8.87656256913408,-41.1218287226797
"Gravity Falls","ZIP is  18954",1,24649,-4.22732984017326,-19.9759374217015
"Flagstone","17929",1,106161,-13.9597401428473,-44.9788166395429
"Belleville","ZIP:  18096",1,57290,-6.67336509269175,-28.7283727650335
"Ebbing","Zip  17304",0,83511,7.6247603221745,6.62233473646752
"Belleville","ZIP:  14473",1,57290,-7.11047116561085,-22.6592767581209
"Alphaville","15715",0,164039,17.8251378924456,35.0332190073698
"Krasnoy","17572",1,113419,-13.943145465954,-36.1030351913855
"Flagstone","Zip  17460",1,106161,-13.1734021481907,-40.2552518268223
"Alphaville","ZIP:  17366",0,164039,17.7007829903592,28.3087790095572
"Hilltop","ZIP:  15055",1,15690,-3.69859291972446,-25.3595083080133
"Innsmouth","ZIP is  14623",1,51682,-7.29111576366186,-25.3761154587163
"Dogville","ZIP is  18006",0,25764,2.64271719560014,-3.42872920555099
"Flagstone","Zip  16316",1,106161,-12.1249838158826,-33.410166603575
"Dogville","Zip  14495",0,25764,-0.312291318928021,-33.9042367620751
