"Location","zipcode","rent"
"Hilltop","ZIP:  14359",1.79176996548607
"Hilltop","Zip  18280",0.0304122622985208
"Krasnoy","16354",-0.333868773725529
"Ebbing","18870",1.417603629047
"Castle Rock","Zip  16128",-0.043574892092483
"Dogville","17857",0.303313998623971
"Gravity Falls","15380",1.81527030497971
"Krasnoy","ZIP is  18268",1.67551230545089
"Alphaville","15965",0.122722644491494
"Innsmouth","ZIP:  18666",2.44114955001559
"Krasnoy","ZIP is  15127",0.77441720123777
"Krasnoy","ZIP is  18811",1.29894164618754
"Ebbing","ZIP is  16745",-0.72537381151598
"Alphaville","Zip  16448",-1.80434102096624
"Ebbing","ZIP is  18302",2.04087682178313
"Castle Rock","Zip  16245",3.2087484244535
"Krasnoy","Zip  17746",0.0885680060662133
"Innsmouth","ZIP is  17471",0.0165559521419248
"Hilltop","ZIP is  14039",0.875320292371771
"Castle Rock","16731",0.025223006347836
"Castle Rock","ZIP:  17332",1.15484723544504
"Castle Rock","17697",1.44171468707541
"Janestown","ZIP:  18769",3.02769639712963
"Castle Rock","Zip  18099",1.33528152741327
"Belleville","14960",3.6118451180327
"Krasnoy","14625",2.65847685382357
"Castle Rock","ZIP:  17261",-0.377794303466523
"Alphaville","14140",-0.388399253455939
"Gravity Falls","ZIP is  14933",1.7288067852595
"Flagstone","ZIP:  18085",0.152530035504648
"Gravity Falls","ZIP is  17979",1.25853463475065
"Krasnoy","Zip  14160",0.505705325881827
"Innsmouth","16075",2.16418278799421
"Krasnoy","18787",2.08991597147935
"Innsmouth","ZIP is  15178",-0.371406091131606
"Krasnoy","17424",1.85723910413014
"Belleville","Zip  18729",2.25096150399594
"Janestown","Zip  18729",0.615666648889992
"Krasnoy","ZIP is  18170",1.85911349630184
"Hilltop","Zip  17203",3.02342151872973
"Janestown","ZIP is  18441",-0.343297489585028
"Castle Rock","ZIP:  14594",-0.201847913539779
"Hilltop","ZIP:  15273",0.551760961385691
"Ebbing","ZIP is  18669",-1.12436370080534
"Krasnoy","ZIP is  16300",4.28830101073171
"Janestown","ZIP:  17887",-1.04309867379142
"Krasnoy","ZIP is  15886",2.68151012641996
"Hilltop","ZIP:  14784",2.46591711829937
"Alphaville","ZIP:  15185",0.464515516864881
"Alphaville","ZIP is  17393",-0.893065430220405
"Krasnoy","ZIP:  14440",-0.0115329676701372
"Janestown","ZIP is  14154",-0.736475420211345
"Dogville","ZIP is  15913",-1.43818021632826
"Flagstone","ZIP is  14996",3.57960651398747
"Innsmouth","ZIP:  16299",1.14932081721976
"Alphaville","ZIP is  14283",-0.2522084217053
"Castle Rock","ZIP:  17043",1.53875071824934
"Flagstone","14502",1.55197977963994
"Krasnoy","Zip  14066",0.694188755699092
"Hilltop","16673",0.632048212287496
"Janestown","ZIP:  17862",3.45245055388238
"Hilltop","17035",1.6237729591287
"Gravity Falls","16379",0.268824162741421
"Castle Rock","Zip  18389",0.0105033406924877
"Castle Rock","18951",1.55144006816869
"Castle Rock","ZIP:  16900",2.14836301776948
"Belleville","16673",4.35998371731609
"Belleville","16953",2.54349385035691
"Dogville","ZIP:  16400",-1.2411049751773
"Alphaville","Zip  15045",-0.112790948423325
"Janestown","Zip  15311",2.84950380212326
"Belleville","ZIP is  16682",0.242587613745139
"Belleville","ZIP:  18168",1.36221180123589
"Hilltop","ZIP is  16631",1.63591500571668
"Janestown","ZIP is  16675",1.62482108703794
"Castle Rock","ZIP:  16569",-0.216965542182461
"Ebbing","ZIP is  15605",-2.52536228557336
"Castle Rock","17339",1.92875403957856
"Innsmouth","ZIP is  18736",0.426134560171979
"Alphaville","ZIP:  18368",0.860775875184892
"Ebbing","17159",-0.227063668327946
"Flagstone","Zip  15073",2.16560608824056
"Gravity Falls","ZIP:  16203",2.28658663309462
"Belleville","18770",1.95584652339595
"Belleville","Zip  18113",0.906044020984433
"Janestown","17453",3.5549231070174
"Hilltop","ZIP:  17062",0.59936711067955
"Hilltop","ZIP:  17847",0.812335917182231
"Gravity Falls","ZIP is  17077",0.780910725500364
"Ebbing","Zip  15924",-2.26611938311321
"Dogville","ZIP:  17683",-1.89874322757849
"Flagstone","Zip  16913",-0.211313887655509
"Dogville","Zip  18430",0.198476636676416
"Innsmouth","ZIP is  16071",1.37516713743681
"Belleville","16924",2.48356799154354
"Ebbing","14460",-1.23163954989934
"Flagstone","Zip  15024",1.68791922983241
"Dogville","ZIP is  14090",0.0299794221645728
"Hilltop","Zip  17813",0.878820141841792
"Castle Rock","ZIP:  14834",1.85546170178792
"Gravity Falls","17070",1.36331818463667
"Janestown","ZIP is  18829",1.59437839678342
"Janestown","ZIP:  15785",1.5842455637376
"Flagstone","ZIP:  14800",0.0409233134026344
"Ebbing","ZIP:  17760",-2.51506611032456
"Hilltop","Zip  15169",-0.145017573358496
"Castle Rock","Zip  16102",-2.6461498464888
"Gravity Falls","ZIP is  15266",1.64427100533611
"Janestown","ZIP:  18963",3.05895985960179
"Ebbing",NA,-1.18189320958931
"Ebbing","ZIP is  18989",-1.26172446109228
"Hilltop","15841",1.24447257134039
"Belleville","ZIP is  16951",1.69034941262854
"Innsmouth","16546",0.142146835852488
"Ebbing","16445",-1.19344780465301
"Hilltop","ZIP:  15864",1.4557476738644
"Belleville","18354",2.91975474076304
"Innsmouth","ZIP is  16660",1.51405480331072
"Krasnoy","ZIP:  18135",2.18388575227773
"Dogville","Zip  17681",-0.532998213107697
"Dogville","ZIP:  15303",0.221941991329224
"Flagstone","ZIP is  14243",3.81793649545292
"Dogville","ZIP:  16471",-1.88236724567104
"Janestown","17662",-1.40895126700203
"Ebbing","ZIP:  14590",-2.45065687860901
"Flagstone","ZIP:  16190",0.968173360471002
"Dogville","Zip  15930",-0.825724643763986
"Flagstone","Zip  17721",2.61473961223895
"Hilltop","Zip  14152",1.99551975209518
"Hilltop","Zip  17475",1.7373193529941
"Ebbing","Zip  18859",-0.216223034334095
"Dogville","18951",-0.678219424075473
"Gravity Falls","ZIP:  17793",0.294916120440565
"Alphaville","ZIP is  14027",0.0673537709913712
"Flagstone","ZIP is  14881",1.65843192724688
"Krasnoy","Zip  18402",1.39836279268869
"Ebbing","ZIP is  18119",-1.46555242667972
"Innsmouth","ZIP is  14741",2.43787477823754
"Gravity Falls","ZIP:  14301",0.904703577907415
"Krasnoy","Zip  17306",1.93604648323361
"Belleville","15830",0.538740434956904
"Ebbing","18021",-0.525638405254026
"Ebbing","14441",1.18981513395123
"Castle Rock","ZIP is  15465",3.77706103195264
"Krasnoy","Zip  18754",-0.372440189631054
"Ebbing","Zip  17516",-1.00475517581322
"Innsmouth","ZIP is  18306",3.02871836145982
"Dogville","ZIP is  14832",-0.690672265274332
"Dogville","ZIP:  14979",1.23947374808059
"Alphaville","14168",-1.99949225395871
"Alphaville","ZIP:  18668",-1.79317494878059
"Gravity Falls","18907",1.84281297014641
"Krasnoy","Zip  16578",1.95157244916259
"Dogville","ZIP is  17381",0.302088725228785
"Hilltop","17655",2.51413695879642
"Krasnoy","Zip  16242",4.25724356012666
"Ebbing","Zip  17174",-2.29404164616563
"Alphaville","ZIP:  14038",-0.802191892976768
"Krasnoy","16645",2.1327651139008
"Dogville","18644",-1.30700667097101
"Krasnoy","ZIP is  18158",1.56468731791856
"Castle Rock","ZIP:  18418",-0.710124162094677
"Gravity Falls","Zip  18247",-0.133041157564953
"Innsmouth","ZIP:  14236",1.70442652517371
"Hilltop","ZIP:  14640",2.08279800117879
"Flagstone","ZIP:  14034",1.90501829581426
"Janestown","ZIP:  15257",2.23337172321035
"Hilltop","14902",1.56904058594349
"Janestown","Zip  17368",1.31530823301389
"Castle Rock","ZIP:  17436",2.76875262711461
"Alphaville","ZIP is  16460",-0.524829553605326
"Janestown","ZIP is  15579",0.837870947800848
"Castle Rock","17371",0.818771533422974
"Belleville","ZIP is  15122",2.33971107960531
"Castle Rock","ZIP is  14283",2.77079036965476
"Alphaville","ZIP is  14393",-0.368530314056766
"Krasnoy","Zip  15082",0.220237505730136
"Flagstone","16407",0.533390579952332
"Ebbing","Zip  17539",-0.509528663200768
"Krasnoy","14852",0.705327133761255
"Flagstone","ZIP is  18003",1.36432244677347
"Dogville","ZIP is  15396",-1.95404352934473
"Janestown","ZIP:  15898",2.40780109057265
"Innsmouth","Zip  15652",1.20662397332794
"Castle Rock","15798",-0.871903459641107
"Innsmouth","Zip  17950",2.438612202815
"Castle Rock","ZIP:  17676",2.9308437045759
"Janestown","ZIP:  17663",2.66720898831556
"Alphaville","ZIP:  16588",-0.96569255912886
"Innsmouth","Zip  18729",0.811537914729552
"Gravity Falls","ZIP:  16159",0.710854450224394
"Janestown","ZIP is  15488",2.17294547718132
"Alphaville","ZIP is  15138",-0.385830173969517
"Alphaville","ZIP:  14358",-1.72032001861664
"Ebbing",NA,-3.169737954615
"Dogville","Zip  15412",0.0551864419187173
"Innsmouth","Zip  18956",1.0117740383768
"Hilltop","ZIP is  18045",1.52555163720457
"Janestown","Zip  15897",0.0334810134785321
"Flagstone","ZIP:  16238",2.04946392045657
"Innsmouth","ZIP is  16506",1.19920515195686
"Janestown","17371",2.11778225321914
"Hilltop","Zip  17210",1.32232601494976
"Alphaville","16001",-3.78524926091518
"Gravity Falls","15682",2.54304189098924
"Krasnoy","Zip  14906",0.605463167975802
"Hilltop","17907",0.616850921001652
"Dogville","ZIP is  14013",-0.463612610541181
"Alphaville","ZIP:  17458",0.767696061740433
"Gravity Falls","15788",1.6020800389328
"Castle Rock","ZIP is  14585",0.421641663278496
"Dogville","15109",1.26304706656383
"Hilltop","15686",1.1665767538288
"Innsmouth","Zip  16710",4.87199107353597
"Ebbing","ZIP:  17724",0.692718055910208
"Castle Rock","ZIP:  15214",1.50232981509805
"Innsmouth","ZIP is  14526",-0.767648844799817
"Belleville","ZIP:  14483",0.102289986325269
"Belleville","ZIP is  14726",0.57114904353466
"Krasnoy","Zip  16655",2.81081207099366
"Ebbing","17201",-0.258286169825421
"Dogville","ZIP is  15432",0.806299295487632
"Castle Rock","Zip  14650",1.94706481277373
"Gravity Falls","ZIP:  14188",3.61647425890419
"Janestown","Zip  16182",1.63537121023138
"Flagstone","Zip  18600",1.81260393026093
"Belleville","Zip  14457",-0.0903823859583276
"Innsmouth","ZIP is  18756",2.47090445772533
"Dogville","ZIP is  18608",-0.820362008800838
NA,NA,2.0693443591346
"Dogville","16243",-0.411398996975633
"Hilltop","ZIP is  16392",2.80983329685205
"Dogville","ZIP:  16900",-1.30904695212052
"Innsmouth","ZIP is  14777",-0.171001376795373
"Flagstone","ZIP:  15106",0.0488280120688778
"Alphaville","Zip  15223",-1.86391787082841
"Castle Rock","Zip  16987",2.59966357900181
"Ebbing","ZIP is  18427",-2.30938051792786
"Dogville","ZIP:  17938",1.74968572832815
"Hilltop","ZIP is  16183",1.06748455548369
"Dogville","ZIP:  18134",-0.753105034030796
"Krasnoy","ZIP is  15811",1.55916489984183
"Alphaville","ZIP:  16158",-1.35932850897329
"Hilltop","ZIP is  18137",0.488527454782431
"Castle Rock","Zip  15733",1.57363995919126
"Innsmouth","ZIP:  15446",1.07961045471484
"Krasnoy","ZIP:  16695",1.16705672046191
"Dogville","ZIP:  16565",0.70704710036217
"Hilltop","Zip  16012",1.19912004979963
"Castle Rock","ZIP is  18274",-1.4078776778471
"Belleville","ZIP is  14410",0.602238161926942
"Ebbing","ZIP is  14452",-1.99761555042017
"Castle Rock","ZIP is  18694",2.88902893252961
"Dogville","ZIP:  14654",-0.292259534394655
"Flagstone","15434",3.87354843160017
"Flagstone","15701",1.34305906417294
"Hilltop","ZIP:  16470",0.74661990698577
"Ebbing","15644",-0.631940259020494
"Flagstone","ZIP:  17878",2.94961683012683
"Hilltop","ZIP is  17248",0.85513844896271
"Krasnoy","ZIP is  14110",1.84703245864222
"Ebbing","17718",2.01387762063865
"Innsmouth","ZIP is  15839",1.50915337355982
"Belleville","ZIP is  15181",1.61021007664819
"Gravity Falls","Zip  14129",2.60869613587933
"Castle Rock","18604",-0.811602207146604
"Flagstone","ZIP:  14894",0.699117056324417
"Dogville","ZIP is  15917",-0.794775185820402
"Belleville","18890",1.35320818668252
"Hilltop","ZIP:  14258",1.99090573921042
"Flagstone","Zip  17647",0.641480678226753
"Belleville","15936",0.53818113716212
"Flagstone","17680",1.98836343676916
"Janestown","ZIP:  18117",-1.05115850062218
"Gravity Falls","ZIP is  17393",1.30089322924597
"Gravity Falls","ZIP is  17011",1.5024075789265
"Dogville","Zip  15284",3.65894829464818
"Belleville","ZIP is  17766",0.149363524692308
"Gravity Falls","18235",2.44651007579358
"Innsmouth","17910",2.19434937568821
"Innsmouth","16458",1.62112417668193
"Innsmouth","ZIP is  16774",2.50008379374214
"Dogville","ZIP:  14427",-0.476453426457669
"Dogville","17872",-2.5981970872606
"Ebbing","ZIP:  15269",0.084737515150786
"Ebbing","Zip  15042",-1.42259195566087
"Janestown","ZIP:  18820",-0.138882764337686
"Alphaville","18075",-1.58294216203565
"Castle Rock","ZIP is  14057",1.12909704788846
"Hilltop","ZIP is  18766",0.842181642777013
"Flagstone","ZIP:  14023",0.855566363468168
"Castle Rock","Zip  17184",2.56422239113224
"Castle Rock","ZIP is  16620",1.23472167742256
"Ebbing","ZIP is  16168",-1.26357384272043
"Janestown","Zip  16078",1.26108850820826
"Hilltop","ZIP:  17796",1.96308495473303
"Flagstone","18174",3.57269173607195
"Innsmouth","16772",1.65679681259672
"Janestown","18191",0.471949047587208
"Krasnoy","16340",1.15648175683015
"Janestown","14638",0.707065721413319
"Dogville","ZIP:  16190",0.0660395697847984
"Castle Rock","Zip  15045",0.0699627167024831
"Innsmouth","ZIP is  16054",1.316672096703
"Innsmouth","ZIP:  17717",1.59390598202696
"Dogville","Zip  17790",2.33875350869985
"Krasnoy","ZIP:  17922",-0.241591929755967
"Krasnoy","Zip  17207",-0.00856955087226485
"Alphaville","ZIP is  17803",-0.0261236496508652
"Hilltop","ZIP is  17401",2.27744047270326
"Krasnoy","ZIP:  15922",2.5514225856464
"Hilltop","ZIP is  15693",1.28377894782551
"Hilltop","ZIP is  14620",4.51065745790809
"Alphaville","ZIP:  15385",0.261137147615265
"Flagstone","ZIP is  18047",1.63030762644299
"Innsmouth","Zip  16923",1.95734812018544
"Flagstone","Zip  15261",2.25778332924519
"Krasnoy","14336",0.892068011764319
"Innsmouth","ZIP is  14385",1.26328523936292
"Janestown","16725",3.34456498320388
"Innsmouth","Zip  16548",1.80789095595211
"Ebbing","ZIP:  15289",0.590298451072256
"Janestown","Zip  15542",2.76844816437611
"Ebbing","Zip  15881",-1.72812460364106
"Castle Rock","ZIP is  15255",1.43309461577326
"Castle Rock","14632",2.45165655984277
"Hilltop","Zip  16875",1.71517086351561
"Innsmouth","18281",2.56645961464175
"Krasnoy","15616",3.62181665504079
"Alphaville","Zip  16625",1.4861381624976
"Alphaville","18317",1.24609785890874
"Dogville","Zip  17498",2.2196282507028
"Hilltop","ZIP is  18453",4.25359360074563
"Belleville","ZIP is  14955",1.25317908001556
"Krasnoy","ZIP is  16324",1.56549246394303
"Dogville","ZIP:  14359",1.06870872591039
"Krasnoy","ZIP:  17683",2.6669268046751
"Flagstone","16696",3.18728341867691
"Belleville","ZIP is  16838",1.50112857409571
"Dogville","ZIP is  15577",1.50255730283015
"Flagstone","15792",1.61923884325147
"Belleville","ZIP is  18314",2.55065315341612
"Flagstone","Zip  16331",3.82194437307313
"Alphaville","15301",0.713004669718799
"Alphaville","Zip  16664",2.96400416615978
"Innsmouth","16180",3.22934700902694
"Castle Rock","Zip  16627",1.79242738225295
"Ebbing","ZIP:  14699",-0.921423905410781
"Alphaville","ZIP:  18853",1.86390276312118
"Gravity Falls","ZIP:  17491",1.79911292976576
"Flagstone","Zip  17893",3.84727527210279
"Innsmouth","17202",2.84148093757186
"Castle Rock","16557",2.24359336174599
"Hilltop","Zip  14913",1.76661967450654
"Belleville","ZIP is  18993",2.82639531059591
"Flagstone","Zip  18205",2.52317202228004
"Innsmouth","ZIP:  17705",1.90145682203905
"Alphaville","ZIP:  15011",-0.090081834226184
"Dogville","Zip  17378",0.508170623776556
"Hilltop","ZIP:  15402",0.822619914894867
"Dogville","ZIP is  16562",-0.72234439437053
"Janestown","15104",3.41620331787768
"Belleville","15686",0.520139251702753
"Dogville","Zip  16931",1.90857686116898
"Janestown","17153",3.87607005509896
"Hilltop","ZIP:  14730",3.61290893600145
"Flagstone","Zip  15999",2.06685435164718
"Alphaville","16426",-1.77067725712892
"Innsmouth","ZIP:  17472",2.97900504172242
"Janestown","ZIP is  17450",2.34915269716632
"Flagstone","ZIP:  18138",3.34986131837256
"Dogville","ZIP is  16856",0.84608845430701
"Janestown","16413",2.93795845647217
"Belleville","ZIP:  15009",2.24172714401577
"Innsmouth","ZIP is  18345",3.31973549217192
"Hilltop","ZIP is  14212",0.338604918394976
"Krasnoy","ZIP:  18966",1.88950859926047
"Innsmouth","Zip  15971",4.90089010893868
"Ebbing","14105",1.18484394736468
"Janestown","ZIP:  17062",1.91825486160552
"Flagstone","ZIP:  14350",1.96522748040773
"Krasnoy","ZIP is  18518",1.03735047434573
"Flagstone","ZIP is  18017",2.01366157791365
"Ebbing","14826",0.994045735926383
"Hilltop","Zip  17227",1.04845014766532
"Innsmouth","ZIP:  17799",1.92334351668211
"Alphaville","15616",-0.694266049147971
"Hilltop","Zip  14103",0.548705130131033
"Flagstone","ZIP:  18897",2.62291291697237
"Dogville","ZIP is  14865",2.75982268173443
"Castle Rock","ZIP is  15389",0.0669838856676355
"Gravity Falls","15016",1.76991787686171
"Belleville","ZIP:  18476",3.11674505787883
"Alphaville","ZIP is  17391",0.74421676333656
"Castle Rock","ZIP:  16172",1.8921236404786
"Flagstone","ZIP:  14790",2.08398761195361
"Gravity Falls","Zip  17988",2.63321711013234
"Castle Rock","Zip  17814",1.57050304507705
"Ebbing","17070",1.38913821485927
"Gravity Falls","Zip  16197",2.41151306366112
"Dogville","17314",1.71611691791158
"Janestown","Zip  18952",-0.630407104494181
"Hilltop","Zip  17664",3.17636291408604
"Krasnoy","ZIP:  17948",2.18132609377963
"Dogville","Zip  14169",2.40489971469381
"Flagstone","Zip  15910",2.12586334772068
"Belleville","ZIP is  18424",2.2706907816539
"Ebbing","Zip  14685",1.66661085135056
"Dogville","ZIP:  17066",0.2275669457171
"Krasnoy","Zip  18332",2.97837329026672
"Ebbing","ZIP:  16618",-2.04589343514917
"Janestown","ZIP is  17981",3.44674628314106
"Gravity Falls","ZIP is  16906",0.179218790436138
"Krasnoy","17699",2.43420016127456
"Dogville","ZIP is  14370",-0.666817918008903
"Castle Rock","ZIP is  15659",-0.0843649570178409
"Gravity Falls","ZIP:  18970",4.15584483877761
"Ebbing","ZIP:  17866",1.02142790913819
"Belleville","Zip  15676",2.2734758177328
"Hilltop","Zip  16721",2.93533120158129
"Innsmouth","ZIP:  15089",1.41489317155887
"Flagstone","Zip  15733",3.38575315305542
"Castle Rock","ZIP is  14306",3.18919969230204
"Hilltop","ZIP:  14734",0.871401429278152
NA,NA,2.7402108532185
"Gravity Falls","Zip  18809",2.32356813338118
"Belleville","18563",1.73098942594951
"Belleville","Zip  14203",0.988424569203003
"Hilltop","18784",1.23133283101234
"Janestown","Zip  16697",3.86912783187313
"Krasnoy","ZIP is  18121",1.24957286578791
"Belleville","ZIP is  14761",0.863226438617705
"Ebbing","17732",1.65811144349052
"Janestown","Zip  17620",2.32407906558251
"Krasnoy","Zip  15167",3.58303680814349
"Gravity Falls","15755",5.01748315584908
"Innsmouth","ZIP is  14327",2.53416660686247
"Castle Rock","Zip  17294",1.47166574995703
"Innsmouth","ZIP is  14055",1.42006436491657
"Krasnoy","ZIP:  15319",1.60027878594479
"Ebbing","ZIP is  17979",-0.223193520322818
"Hilltop","ZIP is  14847",1.45246623230313
"Ebbing","15036",1.74356640785282
"Castle Rock","ZIP is  15771",4.00094989453872
"Hilltop","17151",2.84859819714888
"Krasnoy","ZIP:  17522",2.43524040349771
"Innsmouth","Zip  18578",1.52997116890347
"Flagstone","ZIP:  18082",3.21940934181268
"Alphaville","15324",-0.3459127450837
"Innsmouth","14986",2.7644778043375
"Gravity Falls","17748",2.22146095121688
"Castle Rock","ZIP is  15589",1.53843118510425
"Innsmouth","18921",4.15639505961969
"Janestown","14215",3.55694014120427
"Castle Rock","ZIP is  16833",2.37825271470815
"Dogville","Zip  17797",1.9067850599863
"Gravity Falls","18791",3.6347992692599
"Belleville","ZIP is  15972",2.91173708045118
"Ebbing","Zip  14264",-0.536224682834514
"Hilltop","17301",2.53310100387472
"Belleville","18397",0.611616767532039
"Hilltop","ZIP:  17073",1.60224936997934
"Belleville","ZIP is  16763",1.79713951167164
"Flagstone","16599",2.59385364217647
"Gravity Falls","ZIP is  18549",1.73402479191445
"Krasnoy","15931",3.20109173772899
"Gravity Falls","ZIP is  17324",3.48809081447572
"Castle Rock","ZIP is  14881",4.04068563700037
"Alphaville","18744",0.137020706942758
"Dogville","17794",2.70677052894634
"Gravity Falls","15988",2.37349483075472
"Alphaville","ZIP is  17168",0.119054041429618
"Innsmouth","Zip  18630",2.90057926657723
"Belleville","ZIP is  14280",4.53075111542658
"Belleville","ZIP is  17825",2.41498527611216
"Hilltop","ZIP:  16942",1.2165097896108
"Dogville","ZIP:  18627",-0.532874534279159
"Castle Rock","18774",2.24620812581724
"Castle Rock","ZIP:  16887",3.30577361720205
"Janestown","ZIP:  16042",2.8004907472775
"Alphaville","ZIP is  18601",-0.356790255169831
"Flagstone","ZIP:  14032",1.78462869193772
"Gravity Falls","Zip  15346",2.51196196334229
"Gravity Falls","ZIP is  17358",2.66950978275704
"Hilltop","Zip  16749",1.90559268173063
"Dogville","ZIP:  15273",-0.471018165806326
"Innsmouth","17116",3.37528139919334
"Gravity Falls","ZIP is  17444",1.41037927006808
"Hilltop","ZIP:  17441",4.0925492777913
"Gravity Falls","ZIP is  16212",2.61820581474426
"Krasnoy","15988",3.42958420302595
"Flagstone","Zip  14444",2.31263303571757
"Ebbing","Zip  18605",1.47054134837538
"Janestown","14740",2.0341010616159
"Ebbing","ZIP is  18017",0.376453010041157
"Ebbing","Zip  15676",1.50082678140839
"Belleville","ZIP is  14067",2.19788060302073
"Krasnoy","15615",1.36495916046568
"Castle Rock","Zip  16735",2.88418910288266
"Ebbing","Zip  14652",4.17140360154441
"Castle Rock","ZIP is  18097",2.37290189766087
"Alphaville","ZIP is  18651",-1.02435970681286
"Krasnoy","ZIP:  14279",2.22003264997934
"Castle Rock","Zip  17677",2.8432949575686
"Flagstone","ZIP:  14409",3.10930561643093
"Hilltop","Zip  14837",3.21297326628497
"Innsmouth","ZIP is  15558",2.81482636540985
"Castle Rock","ZIP:  17588",1.16558377830784
"Castle Rock","Zip  18195",2.71187618130123
"Innsmouth","ZIP:  17211",1.17365864128102
"Dogville","Zip  16091",-1.19015234005422
"Gravity Falls","ZIP:  15986",-0.214215720710663
"Castle Rock","ZIP is  18833",1.24527562953575
"Flagstone","ZIP is  16855",1.53524356663927
"Innsmouth","ZIP:  14630",0.617580339190724
"Ebbing","Zip  16122",0.406042496150115
"Belleville","ZIP is  18041",2.62512952509648
"Dogville","ZIP:  16342",0.179855716992923
"Alphaville","ZIP is  18225",0.977521833368862
"Castle Rock","14123",2.96496688084801
"Flagstone","18000",1.65582341587097
"Alphaville","Zip  17788",0.447220082207715
"Ebbing","16553",0.940888038913951
"Krasnoy","Zip  16381",0.943877146798108
"Hilltop","16764",1.94806011472461
NA,"Zip  17667",3.3043148147718
"Innsmouth","Zip  17579",1.41661243412335
"Ebbing","18537",1.5909281053872
"Gravity Falls","ZIP:  15539",1.38701224403038
"Innsmouth","Zip  18280",2.9245847825286
"Gravity Falls","ZIP is  15991",0.28456141685236
"Ebbing","Zip  17632",-0.962508258055159
"Belleville","Zip  18933",1.45377668955788
"Hilltop","ZIP:  18244",1.08016444213901
"Alphaville","Zip  18789",0.70070711106589
"Ebbing","ZIP is  14171",0.337024817254214
NA,NA,0.723425175709257
"Ebbing","ZIP is  18344",0.850202926159786
"Dogville","ZIP:  18328",-1.01034518964385
"Hilltop","ZIP is  18807",3.66866650869129
"Dogville","Zip  15996",0.369588587812428
"Dogville","ZIP:  18450",-1.32300922108817
"Ebbing","18580",2.26151526529218
"Hilltop","15792",2.22052177162339
"Janestown","ZIP is  14569",4.00074378673457
"Castle Rock","18531",0.885424627632894
"Hilltop","18890",3.25886922629341
"Belleville","ZIP is  14158",3.55809922545687
"Castle Rock","Zip  18954",3.00962477082003
"Ebbing","ZIP:  17762",1.32015096598882
"Innsmouth","Zip  18599",1.33889398934868
"Krasnoy","ZIP is  18876",2.27465655135462
"Gravity Falls","Zip  17258",3.24139745824737
"Innsmouth","ZIP:  18569",1.36645165697761
"Innsmouth","ZIP is  15795",2.23615941241036
"Janestown","ZIP:  16852",-1.09496700439227
"Gravity Falls","ZIP is  17526",1.34830518058756
"Dogville","ZIP:  14930",-0.639923774833697
"Castle Rock","16006",2.4648383158177
"Hilltop","Zip  18247",1.44885454461635
"Innsmouth","ZIP is  14302",1.93626214647092
"Belleville","Zip  14921",1.73688666257811
"Dogville","ZIP:  16178",0.27901449920033
"Castle Rock","15988",3.80494712984554
"Ebbing","ZIP is  14377",0.0690627606490661
"Hilltop","Zip  15704",3.44861579629292
"Dogville","Zip  18280",1.24728205923574
"Castle Rock","ZIP:  17792",1.17227539441212
"Ebbing","ZIP:  15745",0.803500134758763
"Flagstone","Zip  15223",2.69752321778546
"Alphaville","ZIP:  14618",0.34224584240355
"Ebbing","ZIP is  16874",0.00708966660513033
"Dogville","14214",2.14140810453737
"Flagstone","ZIP is  17099",4.19744272595477
"Gravity Falls","Zip  18403",2.57328468335885
"Dogville","Zip  17059",-1.13985623406492
"Castle Rock","Zip  16229",0.138842141615649
"Gravity Falls","Zip  17118",3.23997671788928
"Castle Rock","Zip  14597",2.39457659203396
"Janestown","16828",3.13164176106845
"Hilltop","Zip  14725",2.68788925721694
"Ebbing","ZIP:  14041",1.87121627474062
"Gravity Falls","ZIP is  18625",2.84978347192688
"Flagstone","15206",1.71994300967689
"Belleville","ZIP:  18634",2.52169427051406
"Krasnoy","15483",2.89889910271232
"Gravity Falls","ZIP:  16263",1.39424339279267
"Belleville","15130",0.788838261710548
"Belleville",NA,3.47941196584373
"Castle Rock","ZIP:  18368",3.23892984457834
"Innsmouth","14453",0.588153849666915
"Hilltop","Zip  15713",2.36938344876299
"Alphaville","Zip  15870",-1.58380183954211
"Innsmouth","ZIP is  16707",1.92740400308332
"Flagstone","ZIP:  17040",1.88770234422301
"Ebbing","ZIP is  18792",-0.125556966987568
"Castle Rock","ZIP is  16928",3.10771768018364
"Flagstone","ZIP is  18153",2.50653710079046
"Dogville","15085",0.932679024419824
"Dogville","14815",1.10021704609795
"Hilltop","ZIP:  17588",3.02268560186989
"Ebbing","Zip  18186",0.296710138137377
"Dogville","Zip  15582",1.4953500679191
"Janestown","ZIP is  16212",3.32864529112161
"Castle Rock","ZIP:  17717",2.04484691235661
"Flagstone","ZIP is  18306",-0.473306707516519
"Ebbing","ZIP:  14340",-0.413858168940762
"Belleville","Zip  17242",1.9999452169313
"Hilltop","ZIP:  18885",1.39154258973386
"Alphaville","Zip  14152",1.52544570555752
"Alphaville","ZIP:  15797",1.41698278447179
"Alphaville","14471",0.417293216589298
"Janestown","ZIP is  18651",1.75216274864156
"Hilltop","Zip  15542",2.37418794271306
"Innsmouth","ZIP is  14147",1.67858757181832
"Krasnoy","ZIP:  15603",3.696226997964
"Gravity Falls","ZIP:  14124",4.41458229791768
"Janestown","ZIP:  17900",-1.25263770649976
"Castle Rock","18953",0.0500280763374651
"Krasnoy","Zip  15526",1.45673396928118
"Castle Rock","16177",2.37498840611765
"Janestown","Zip  18459",1.84343755627476
